file,class,status
data\raw\hagrid\stop\ed0fe625-ded9-4cb5-856a-1d294dfcc36f.jpg,stop,ok
data\raw\hagrid\stop\ed348e44-a323-4c29-ab9d-4878c66dca05.jpg,stop,ok
data\raw\hagrid\stop\ed52c897-19be-4bc7-9332-7f0630f4a69e.jpg,stop,ok
data\raw\hagrid\stop\ed7a40a0-1cf2-4679-9bd6-1c9c0a46b461.jpg,stop,failed_detection
data\raw\hagrid\stop\edb2e12f-f62d-4955-882c-55a210e5824e.jpg,stop,ok
data\raw\hagrid\stop\ede95be5-9238-40b3-b62d-96b7e60da5d1.jpg,stop,ok
data\raw\hagrid\stop\ee27173a-8a16-4418-a37c-faf10e02967d.jpg,stop,ok
data\raw\hagrid\stop\ee4924c0-f294-4b1c-b45b-2109f8e4914e.jpg,stop,failed_detection
data\raw\hagrid\stop\ee708d9c-0099-4cbd-bec5-50606b0b0598.jpg,stop,failed_detection
data\raw\hagrid\stop\ee9c33dd-b247-4ddd-a760-80cfdb147ffa.jpg,stop,ok
data\raw\hagrid\stop\eec12115-941e-4516-ad44-f12ffb21356a.jpg,stop,failed_detection
data\raw\hagrid\stop\eeec1f9b-46b8-4210-8166-0ea9cd56cc70.jpg,stop,failed_detection
data\raw\hagrid\stop\ef0e3e7c-9e69-44a9-a1e1-ae69e3f8f2f1.jpg,stop,ok
data\raw\hagrid\stop\ef3346a9-677b-4cbe-8227-6d196bd22a02.jpg,stop,ok
data\raw\hagrid\stop\ef5d12f9-8ca6-4ac7-b5cd-e12d3d80d8b1.jpg,stop,ok
data\raw\hagrid\stop\ef851453-d414-434d-9fc5-92ac02602c31.jpg,stop,ok
data\raw\hagrid\stop\efa2e5e0-dc50-488f-9644-905fd6653490.jpg,stop,ok
data\raw\hagrid\stop\efc2b312-b124-45b4-bff9-73954a25afae.jpg,stop,ok
data\raw\hagrid\stop\efe70e52-d2c5-49d0-98c3-9c552548006e.jpg,stop,ok
data\raw\hagrid\stop\f0003484-eed2-4f26-8e15-55028c9a0364.jpg,stop,failed_detection
data\raw\hagrid\stop\f02558a2-868f-4b1a-96f2-53b04356cf31.jpg,stop,ok
data\raw\hagrid\stop\f04789c0-2e97-4ec7-8dbd-b5af77cbbbcf.jpg,stop,ok
data\raw\hagrid\stop\f071af49-19b2-488b-b807-8358f6defddd.jpg,stop,ok
data\raw\hagrid\stop\f096b7ad-561b-41e3-addf-15b483747a22.jpg,stop,ok
data\raw\hagrid\stop\f0bd0a46-fc6d-41d5-9f36-f41a14a50a8e.jpg,stop,ok
data\raw\hagrid\stop\f0e41fee-ea29-4658-b9b4-631e1c86e09f.jpg,stop,ok
data\raw\hagrid\stop\f10b9931-655b-44c4-ad80-4b998975f326.jpg,stop,ok
data\raw\hagrid\stop\f137584c-2a9b-4c0c-9fe1-fa76ec38b571.jpg,stop,ok
data\raw\hagrid\stop\f1663f4b-45cc-4670-aa59-ea741ac0c7f5.jpg,stop,ok
data\raw\hagrid\stop\f1a50b9e-4747-479e-beb7-54c8e1fe60b4.jpg,stop,ok
data\raw\hagrid\stop\f1cc0786-ee80-46c3-b9df-ad08b61154a9.jpg,stop,ok
data\raw\hagrid\stop\f1e13ca8-d51c-4f1d-a64d-dd44e0b4fa90.jpg,stop,ok
data\raw\hagrid\stop\f211bb5a-512b-42aa-a9f8-8048422eac30.jpg,stop,ok
data\raw\hagrid\stop\f2373265-e20d-4b12-b6fe-df7c7e57e2a3.jpg,stop,ok
data\raw\hagrid\stop\f26ac74c-76c3-48fe-8cd6-07702943888a.jpg,stop,ok
data\raw\hagrid\stop\f288ddbf-d41f-42e2-ac1f-c301bbb0a609.jpg,stop,ok
data\raw\hagrid\stop\f2a939ec-da52-4927-b4e3-af8f18523e9b.jpg,stop,ok
data\raw\hagrid\stop\f2d0e9ce-35f8-44f7-9b2a-70fbea05a378.jpg,stop,ok
data\raw\hagrid\stop\f309bd98-e532-4635-a785-38c80c4ed4f5.jpg,stop,ok
data\raw\hagrid\stop\f3375fb4-1cbf-426d-93bb-a97daf17138f.jpg,stop,ok
data\raw\hagrid\stop\f36078f4-084d-445f-be51-75dba8e5695f.jpg,stop,ok
data\raw\hagrid\stop\f38d6609-ac89-4121-b320-f9307025832c.jpg,stop,ok
data\raw\hagrid\stop\f3ad22c1-983d-4def-a028-e9bcfa7ca880.jpg,stop,ok
data\raw\hagrid\stop\f3cebef2-d13f-4d21-9bcb-b6f50e730a4a.jpg,stop,ok
data\raw\hagrid\stop\f3fe1bfc-3708-4da5-92e9-2150f0f1ebd6.jpg,stop,ok
data\raw\hagrid\stop\f4355f6d-f306-46ec-a9cd-348d3ef64307.jpg,stop,ok
data\raw\hagrid\stop\f4564f1b-2d4f-4549-a8c4-36a42377f1c9.jpg,stop,ok
data\raw\hagrid\stop\f48f7591-5be0-4743-84dc-73369be1ab65.jpg,stop,ok
data\raw\hagrid\stop\f4b3e033-054d-4db0-a465-f1a1e2ad5e00.jpg,stop,ok
data\raw\hagrid\stop\f4dc5f3b-3bb2-40ac-8596-026d5f15f79b.jpg,stop,ok
data\raw\hagrid\stop\f4ff49bd-5e16-4951-8880-30afe9dd47c1.jpg,stop,ok
data\raw\hagrid\stop\f526c82a-b6ac-4eaf-95b0-9728a4da8daa.jpg,stop,ok
data\raw\hagrid\stop\f55a5e05-dc02-420f-8cd9-ad1014f2083d.jpg,stop,ok
data\raw\hagrid\stop\f57ca084-768b-4549-b30e-342eb3bb77ac.jpg,stop,ok
data\raw\hagrid\stop\f5930748-83bc-4026-a503-a6306e43a1b7.jpg,stop,ok
data\raw\hagrid\stop\f5cc0197-572d-42b6-9a64-bf29c2372a9d.jpg,stop,ok
data\raw\hagrid\stop\f5f5200f-3246-4200-8f5c-87af3818881e.jpg,stop,ok
data\raw\hagrid\stop\f61a09a3-7dd7-4354-a37b-08b51de015c6.jpg,stop,ok
data\raw\hagrid\stop\f63282f8-d656-4ca7-93e5-2367780e34f9.jpg,stop,ok
data\raw\hagrid\stop\f653bba4-e325-4961-86d3-bdc9a88ddc58.jpg,stop,ok
data\raw\hagrid\stop\f67336b0-d470-48d5-bb0e-7b9f90b4dffa.jpg,stop,ok
data\raw\hagrid\stop\f694c23a-4fae-4bce-aef5-c5a8ef3c7fe6.jpg,stop,ok
data\raw\hagrid\stop\f6c34c42-525b-4e54-9aa7-01c7d218e875.jpg,stop,ok
data\raw\hagrid\stop\f6ed725a-4342-4074-990c-e9e4dd88d4d8.jpg,stop,ok
data\raw\hagrid\stop\f7168f6e-eb6f-43af-a9e6-3dc74b5abdf9.jpg,stop,ok
data\raw\hagrid\stop\f7430511-dd4d-4621-928f-c3b5269d3018.jpg,stop,ok
data\raw\hagrid\stop\f763ef15-8a02-4bb5-8216-193e7882255e.jpg,stop,ok
data\raw\hagrid\stop\f783bd42-e02e-4ea2-8bce-73c3bd506b47.jpg,stop,failed_detection
data\raw\hagrid\stop\f79c265d-4940-4c74-9c78-9ccbe4e3d722.jpg,stop,ok
data\raw\hagrid\stop\f7c2756a-b899-4f27-87ef-c224d5ee1cd5.jpg,stop,ok
data\raw\hagrid\stop\f7dcdd9b-d6b3-453d-bfc0-54eef25266fc.jpg,stop,ok
data\raw\hagrid\stop\f81aa80e-f80e-4c86-80a7-fa4c2e176e60.jpg,stop,ok
data\raw\hagrid\stop\f83d0076-bcb9-4c4d-864e-baafe0b7e827.jpg,stop,ok
data\raw\hagrid\stop\f861c71d-2c72-46ed-a5f6-f5ceda0b46ea.jpg,stop,ok
data\raw\hagrid\stop\f88957b1-8880-4d15-89b8-cf8a0e9f51ac.jpg,stop,ok
data\raw\hagrid\stop\f89e7463-f320-4cb9-8aa6-fc0cf6ec49bd.jpg,stop,ok
data\raw\hagrid\stop\f8bf34dd-b8b7-4f10-872a-b98d78180250.jpg,stop,ok
data\raw\hagrid\stop\f8fbdc42-7220-461b-88f8-ffa3ce49deb6.jpg,stop,ok
data\raw\hagrid\stop\f91a6692-f027-4c8a-95e3-ba70a14ae934.jpg,stop,ok
data\raw\hagrid\stop\f93ff58d-d89e-4eae-86b4-d22b42737b03.jpg,stop,ok
data\raw\hagrid\stop\f96f05cb-8483-4e93-ab14-8ad5b32cc569.jpg,stop,ok
data\raw\hagrid\stop\f98786a7-44c1-4830-817b-3dce6ba3480e.jpg,stop,ok
data\raw\hagrid\stop\f9b17a00-6a5e-47c1-a1b4-a824a3a23140.jpg,stop,ok
data\raw\hagrid\stop\f9e94978-aa22-4bda-bd83-69fe2896b68b.jpg,stop,ok
data\raw\hagrid\stop\fa0af41d-b443-40fa-9e7f-fb65b59b74ba.jpg,stop,failed_detection
data\raw\hagrid\stop\fa21463a-2114-4574-a1bd-26468dbcca9c.jpg,stop,ok
data\raw\hagrid\stop\fa48109e-afa2-4490-bff9-6095536f86b8.jpg,stop,ok
data\raw\hagrid\stop\fa69cec1-27d2-4c93-9b57-9c97fc92b49e.jpg,stop,ok
data\raw\hagrid\stop\faa2122f-9b62-40f3-8289-4f9a66d49e03.jpg,stop,ok
data\raw\hagrid\stop\face3d15-e0a6-450b-b801-7d19c61505ab.jpg,stop,ok
data\raw\hagrid\stop\fae29746-3aef-4307-9cff-71e319659a94.jpg,stop,ok
data\raw\hagrid\stop\fb1165fa-107a-42dc-9289-fcd6531bac28.jpg,stop,ok
data\raw\hagrid\stop\fb317684-b444-4ee6-a893-13327b025535.jpg,stop,ok
data\raw\hagrid\stop\fb71746b-c38f-46a5-9835-79d1c2f122e8.jpg,stop,ok
data\raw\hagrid\stop\fb8bf261-7891-4690-bc2b-08822dd5245c.jpg,stop,ok
data\raw\hagrid\stop\fba43cac-e1dc-4aba-bc16-c9beafa64931.jpg,stop,ok
data\raw\hagrid\stop\fbc3ae11-75b8-42c9-a166-a42014fead8b.jpg,stop,ok
data\raw\hagrid\stop\fbed3ec2-8531-4faf-8a6a-dc87240bee6e.jpg,stop,ok
data\raw\hagrid\stop\fc0a9281-0658-43b7-a8f3-d10fd7ae09f6.jpg,stop,ok
data\raw\hagrid\stop\fc341d70-b081-4940-b0cf-883d9f186cd2.jpg,stop,ok
data\raw\hagrid\stop\fc51aa98-75b3-4aa0-911b-ac960b1d462d.jpg,stop,ok
data\raw\hagrid\stop\fc829a72-f9df-47e4-94bc-83f942d51d1d.jpg,stop,ok
data\raw\hagrid\stop\fc8fd9dd-14b8-4d51-af61-099e9e6b98cc.jpg,stop,ok
data\raw\hagrid\stop\fcb0d84a-1744-4b1d-860a-086544d73845.jpg,stop,ok
data\raw\hagrid\stop\fce19b6e-bbe3-43ce-b9fd-e492653e4232.jpg,stop,failed_detection
data\raw\hagrid\stop\fd0a16c5-0113-4365-81e9-16c48f812a72.jpg,stop,ok
data\raw\hagrid\stop\fd2b7667-3901-440c-83fc-23b53f8cd42c.jpg,stop,ok
data\raw\hagrid\stop\fd5370cb-f627-4adb-9e99-1b2135e6efec.jpg,stop,ok
data\raw\hagrid\stop\fd82f64c-fc6f-497c-a411-0069c0bf71d5.jpg,stop,ok
data\raw\hagrid\stop\fdad6fe1-c7ce-4cdf-a994-e2ac76ea47fa.jpg,stop,ok
data\raw\hagrid\stop\fddd5c1a-c701-4d91-9514-111b6ae4f566.jpg,stop,ok
data\raw\hagrid\stop\fdfa2220-421d-4268-bdfa-dc6f9e80cda8.jpg,stop,ok
data\raw\hagrid\stop\fe1970f3-8e2f-43de-bb5d-92e6a6267481.jpg,stop,ok
data\raw\hagrid\stop\fe4ac57f-8332-4afe-a989-8dd3b87387ec.jpg,stop,ok
data\raw\hagrid\stop\fe7c26fe-22f2-41e9-b679-f6ff83763ac7.jpg,stop,ok
data\raw\hagrid\stop\fe9c69e1-f46a-4bb4-a296-c51f0edc3b60.jpg,stop,failed_detection
data\raw\hagrid\stop\feae0a33-942d-4499-bf5c-e09f2f214b82.jpg,stop,ok
data\raw\hagrid\stop\fed0a19d-1337-4d5e-920e-1e92f8b6a37e.jpg,stop,failed_detection
data\raw\hagrid\stop\fef61dcd-7e80-409b-b052-882ab65a13d1.jpg,stop,ok
data\raw\hagrid\stop\ff291c80-c5fb-4797-9945-5be71a11f094.jpg,stop,ok
data\raw\hagrid\stop\ff3dbeb8-38ea-4ce5-8d97-094b0aca5d58.jpg,stop,ok
data\raw\hagrid\stop\ff56009d-ba83-459d-83cb-f68529585bb5.jpg,stop,ok
data\raw\hagrid\stop\ff7d2159-d0fd-4c06-825e-465079f36883.jpg,stop,ok
data\raw\hagrid\stop\ff9bc21c-1947-4bd2-8c01-cf489186b097.jpg,stop,ok
data\raw\hagrid\stop\ffb173a3-26df-48c5-a686-dc1b721b307c.jpg,stop,ok
data\raw\hagrid\stop\ffd3fbc5-76de-4eae-a21e-f49f6650c33c.jpg,stop,ok
data\raw\hagrid\stop\fff6b8f2-06a6-4c7e-86f7-0469aa2134ef.jpg,stop,ok
data\raw\hagrid\call\00005c9c-3548-4a8f-9d0b-2dd4aff37fc9.jpg,call,ok
data\raw\hagrid\call\0020a3db-82d8-47aa-8642-2715d4744db5.jpg,call,ok
data\raw\hagrid\call\004ac93f-0f7c-49a4-aadc-737e0ad4273c.jpg,call,failed_detection
data\raw\hagrid\call\006cac69-d3f0-47f9-aac9-38702d038ef1.jpg,call,ok
data\raw\hagrid\call\00973fac-440e-4a56-b60c-2a06d5fb155d.jpg,call,ok
data\raw\hagrid\call\00c4b4bd-c4fe-4114-8953-d92e423d6f45.jpg,call,ok
data\raw\hagrid\call\00e4923b-2e51-4fff-8752-1fa9b9d30908.jpg,call,ok
data\raw\hagrid\call\00fc3e17-09a3-4963-8f9d-21d0b8560099.jpg,call,ok
data\raw\hagrid\call\01266283-7f2d-48a6-bfd8-6b68bb0bd771.jpg,call,ok
data\raw\hagrid\call\015bf8e5-341a-455a-898e-8f00a7ed3560.jpg,call,ok
data\raw\hagrid\call\017b4eee-9299-4bff-9de1-57cd14798890.jpg,call,ok
data\raw\hagrid\call\01aa0cd7-798e-4e2b-b595-39cc2376a259.jpg,call,ok
data\raw\hagrid\call\01d6626a-0321-4272-a915-6ead409d449b.jpg,call,ok
data\raw\hagrid\call\01f1417f-4899-4a53-a6d3-6156c33a204d.jpg,call,failed_detection
data\raw\hagrid\call\021ad72f-69b6-46b8-b1ae-af0e2e8e982a.jpg,call,ok
data\raw\hagrid\call\0232f7e8-167e-4c55-a4a1-1d2e1b23633d.jpg,call,ok
data\raw\hagrid\call\024faea6-b02b-4974-acae-2689835ff50b.jpg,call,ok
data\raw\hagrid\call\0269a34a-6acc-45b3-b5dd-f6e796a0bd01.jpg,call,ok
data\raw\hagrid\call\02919221-3f3f-4dc2-88ce-37d12e0eedd3.jpg,call,ok
data\raw\hagrid\call\02af72d2-2857-4f21-907f-158c364e8e1b.jpg,call,ok
data\raw\hagrid\call\02cd6f32-c76b-4c1b-a70c-8bc26e52e84e.jpg,call,ok
data\raw\hagrid\call\02f455d2-eb92-4e27-95e0-66b137593c50.jpg,call,ok
data\raw\hagrid\call\0323af52-1041-4222-a875-8f2c639aa4d3.jpg,call,ok
data\raw\hagrid\call\033fd3bb-8938-4bac-b59f-dba2714c1e22.jpg,call,ok
data\raw\hagrid\call\03667b48-7f83-4ed8-8d33-256666e306a2.jpg,call,ok
data\raw\hagrid\call\03878f8a-661b-41b3-ac3c-53b3520f2e40.jpg,call,ok
data\raw\hagrid\call\03a6e5e2-24eb-428c-a857-26a95d9c92a9.jpg,call,ok
data\raw\hagrid\call\03c89351-9fe5-4273-afee-ad3fe203fa2c.jpg,call,ok
data\raw\hagrid\call\03e317b3-c503-43f0-8c8a-9ad263519957.jpg,call,ok
data\raw\hagrid\call\03fc1925-b41d-42d0-b758-0824c1406567.jpg,call,failed_detection
data\raw\hagrid\call\0413d5c5-f5ba-476f-a921-ea5e967692a9.jpg,call,ok
data\raw\hagrid\call\0433c6fa-cde8-4b39-b3c8-2459744c65b4.jpg,call,ok
data\raw\hagrid\call\044768ad-1709-44ba-b041-c2f8cbe4c166.jpg,call,ok
data\raw\hagrid\call\04667adc-eb6d-4830-9050-e203b92c0a10.jpg,call,ok
data\raw\hagrid\call\04816503-7f2f-42a0-9d28-15a30aa203c7.jpg,call,ok
data\raw\hagrid\call\049effc2-dda6-44b8-afb2-45e89ab23ff1.jpg,call,ok
data\raw\hagrid\call\04c9de03-8cc8-483f-a664-ab2c9c0208e8.jpg,call,ok
data\raw\hagrid\call\0501ec6e-d7f7-4d4c-a516-198279e67dfa.jpg,call,ok
data\raw\hagrid\call\052a1e93-cdcd-4473-901c-6fefebfe79bf.jpg,call,ok
data\raw\hagrid\call\05466c78-d9ca-41d7-8786-19f5701055e5.jpg,call,ok
data\raw\hagrid\call\056a8b3d-4b8d-43db-91ce-1178a5de4d6b.jpg,call,ok
data\raw\hagrid\call\058a3d46-57de-4dec-96e3-1ee4b9dd82da.jpg,call,ok
data\raw\hagrid\call\05b8875b-3c5f-4fb8-9ffc-fd9b1af66e7e.jpg,call,ok
data\raw\hagrid\call\05df3a26-3ec8-4aed-934b-c929e4abf5e7.jpg,call,ok
data\raw\hagrid\call\05fc6b19-c466-451b-ba73-7337525de459.jpg,call,ok
data\raw\hagrid\call\061e92e6-cf6c-4c1f-9727-f228514a7752.jpg,call,ok
data\raw\hagrid\call\06402a5d-fc80-4080-b5b8-5d16384ad5ce.jpg,call,ok
data\raw\hagrid\call\066bb1c8-3e18-4d09-afd1-78bf1f260451.jpg,call,ok
data\raw\hagrid\call\06ac7be5-2324-4040-82ca-d0bc251a596e.jpg,call,failed_detection
data\raw\hagrid\call\06ceadeb-ee68-44f1-8da6-310c0663698f.jpg,call,ok
data\raw\hagrid\call\06f344ab-83dc-4a09-acf8-658ec988ba0f.jpg,call,ok
data\raw\hagrid\call\07388971-8fdc-4863-8479-618c70e236e9.jpg,call,ok
data\raw\hagrid\call\0751c9d1-4ea8-466e-bb60-6b1cf86c4c9a.jpg,call,ok
data\raw\hagrid\call\0768e616-4d49-4b5c-b108-882efa95f08a.jpg,call,ok
data\raw\hagrid\call\078eecf8-87ad-4649-9452-876c8d45d5f5.jpg,call,ok
data\raw\hagrid\call\07ac42ed-3e08-4e0e-8040-9e06dfac89b4.jpg,call,ok
data\raw\hagrid\call\07cc7548-4038-4b85-b44b-e56b2b995daa.jpg,call,ok
data\raw\hagrid\call\07e43a0f-9623-4ba4-b469-edcdf50b5dd6.jpg,call,ok
data\raw\hagrid\call\08065266-f45e-4f88-ae4c-8451eaeafcbd.jpg,call,ok
data\raw\hagrid\call\083506d3-5f8c-4fa6-9f41-fef6cecf32d0.jpg,call,ok
data\raw\hagrid\call\085d8893-fb38-47c6-afa5-1dad0b27fe7f.jpg,call,ok
data\raw\hagrid\call\08839ff6-899d-48e4-b597-f00471f8a9c9.jpg,call,ok
data\raw\hagrid\call\08a5bd0b-2470-4fc4-88c7-fbd726941794.jpg,call,ok
data\raw\hagrid\call\08e79cf1-6856-4b68-aeab-3f82ee5604c1.jpg,call,failed_detection
data\raw\hagrid\call\0909a455-6ea9-4588-a69e-836448051c30.jpg,call,ok
data\raw\hagrid\call\0934baa5-2d5a-4ab1-b48d-e56d4136685e.jpg,call,ok
data\raw\hagrid\call\095b58ba-702c-4b6b-9b80-e58ebf429c0f.jpg,call,failed_detection
data\raw\hagrid\call\097fa525-338c-4637-8802-64534c692c45.jpg,call,ok
data\raw\hagrid\call\09a928a8-3ffd-4346-9bd7-5b23761bf96e.jpg,call,ok
data\raw\hagrid\call\09c53324-0e19-4014-90d4-98f295920c7e.jpg,call,ok
data\raw\hagrid\call\09ed8ba1-886a-4c8b-bfaa-e57bd1a3a823.jpg,call,ok
data\raw\hagrid\call\0a045923-3207-43bb-bfeb-7ccd2e0b10f7.jpg,call,ok
data\raw\hagrid\call\0a279b77-0191-4d35-b06b-8bfa84124257.jpg,call,failed_detection
data\raw\hagrid\call\0a3aed31-c20a-44ba-b86d-d5274889c9b5.jpg,call,ok
data\raw\hagrid\call\0a67f153-2168-4abe-871a-d07eb3d93e39.jpg,call,ok
data\raw\hagrid\call\0a89b461-f2dc-424a-b534-f5fc81d15b34.jpg,call,ok
data\raw\hagrid\call\0aa54e32-7418-484b-b855-9d6c9d04a46c.jpg,call,ok
data\raw\hagrid\call\0ac49144-caf4-4099-83c3-4a13b7d6ec35.jpg,call,ok
data\raw\hagrid\call\0aef2efa-2a64-4172-b597-246a4dd28fdb.jpg,call,ok
data\raw\hagrid\call\0b13fd5a-a003-41a6-b12c-76f548fd78a1.jpg,call,ok
data\raw\hagrid\call\0b34f072-9772-44b6-abec-5d59f2786bd1.jpg,call,failed_detection
data\raw\hagrid\call\0b57b077-d7c2-4308-b2ea-80a943fb1e5a.jpg,call,ok
data\raw\hagrid\call\0b6f8952-dfb9-4734-9617-774011a9fb7d.jpg,call,ok
data\raw\hagrid\call\0b87a75f-0b2d-4065-9c51-1cc534dfd229.jpg,call,failed_detection
data\raw\hagrid\call\0bb0c979-d52e-4c43-9f6f-46ecb1c72622.jpg,call,ok
data\raw\hagrid\call\0bd60f8a-dfda-4b37-9a0f-fc53bcd10338.jpg,call,ok
data\raw\hagrid\call\0c060bcb-2739-40e4-965b-e4dca7d5bcef.jpg,call,failed_detection
data\raw\hagrid\call\0c1c9f73-6807-4a66-b4ca-4a2cd90626c8.jpg,call,ok
data\raw\hagrid\call\0c459496-6e8c-4637-ae95-8d85dc75ede6.jpg,call,ok
data\raw\hagrid\call\0c7564cd-191a-4d2f-92c8-7c161331e610.jpg,call,ok
data\raw\hagrid\call\0c96f0c1-aff3-4865-abaa-0ac2c7ff3fd7.jpg,call,ok
data\raw\hagrid\call\0cc86cb9-2aab-4ce3-9ce1-efe6d8c82552.jpg,call,ok
data\raw\hagrid\call\0cebdf87-02b5-485d-b688-baa982814d92.jpg,call,ok
data\raw\hagrid\call\0d043574-3a8c-4055-a688-36176930fd8c.jpg,call,ok
data\raw\hagrid\call\0d280649-06e6-433f-9cae-fef42209a0ca.jpg,call,ok
data\raw\hagrid\call\0d4dfa11-fbb5-493c-bee4-7ebf13ed839a.jpg,call,ok
data\raw\hagrid\call\0d72367c-e360-43b1-9c08-5ddea11c3b8c.jpg,call,ok
data\raw\hagrid\call\0d952f23-f65c-4d06-b928-85c7211fd4b8.jpg,call,ok
data\raw\hagrid\call\0dbf7e22-5f69-4d83-9d5f-cfce61be283f.jpg,call,failed_detection
data\raw\hagrid\call\0e022ee9-74fd-44fe-adad-60c11835e44f.jpg,call,ok
data\raw\hagrid\call\0e23280f-11dd-47a7-8d63-7f5531f1c041.jpg,call,ok
data\raw\hagrid\call\0e45ec67-25d6-4191-8e49-3b90eb8ddf0b.jpg,call,ok
data\raw\hagrid\call\0e7515e6-e053-4aca-a173-07ca68e5e796.jpg,call,ok
data\raw\hagrid\call\0e998cdd-e804-444c-bcad-de82cf01afbc.jpg,call,ok
data\raw\hagrid\call\0ebe9c06-1c21-478b-b9f6-2eef42c48f17.jpg,call,ok
data\raw\hagrid\call\0ed8f8f3-52a8-492e-9425-167b28d94267.jpg,call,ok
data\raw\hagrid\call\0ef4f7e2-1543-4d39-95b1-5a0fe5ed921a.jpg,call,ok
data\raw\hagrid\call\0f0ef7ba-ea87-4f24-9760-053a79c104c5.jpg,call,ok
data\raw\hagrid\call\0f3b828f-4918-40ee-a345-d34f8d186b13.jpg,call,failed_detection
data\raw\hagrid\call\0f6efc85-4b56-4ba5-8797-3c7ae5b126c2.jpg,call,ok
data\raw\hagrid\call\0f84e814-9fef-422b-9cf9-d69803b57c25.jpg,call,failed_detection
data\raw\hagrid\call\0fa459fe-ede9-42b4-8542-6565a2e3ba45.jpg,call,ok
data\raw\hagrid\call\0fc9ab20-02bd-4904-ae6a-9bc0b4e0c514.jpg,call,ok
data\raw\hagrid\call\0ff4be5b-4b0c-4d3a-899c-87b40485bc20.jpg,call,ok
data\raw\hagrid\call\101b4c97-e565-4431-8a94-7d95bf91991f.jpg,call,failed_detection
data\raw\hagrid\call\10520890-9993-4bc8-99f4-f9dcc1faf51d.jpg,call,ok
data\raw\hagrid\call\107dfc77-5dc5-4e76-b983-9cfa05f6306f.jpg,call,ok
data\raw\hagrid\call\10995bc9-d0ba-4de4-b8d8-4665f1432df5.jpg,call,ok
data\raw\hagrid\call\10d0cda7-e361-4c14-a9bb-e8dfc4e10cb3.jpg,call,ok
data\raw\hagrid\call\10f3e9a9-4f4f-4a8c-84bc-722a4c1c1549.jpg,call,ok
data\raw\hagrid\call\110cce0a-6e12-4f6f-a795-556237749b3a.jpg,call,ok
data\raw\hagrid\call\1129a4ed-6109-45a5-a5be-f7fbadeacb73.jpg,call,ok
data\raw\hagrid\call\114d6a27-9594-4302-956a-72e14d9ad5d0.jpg,call,ok
data\raw\hagrid\call\116794c8-ebad-40cb-a184-50c9d38111eb.jpg,call,ok
data\raw\hagrid\call\118daba2-153e-4d27-8e14-2022e028cfd5.jpg,call,ok
data\raw\hagrid\call\11b227f8-4310-4851-9883-93755d499c5f.jpg,call,ok
data\raw\hagrid\call\11dda8e2-62ce-4d44-a7ad-8124816c4840.jpg,call,ok
data\raw\hagrid\call\120d825a-06af-47b6-b21d-b88dd6eff631.jpg,call,failed_detection
data\raw\hagrid\call\122de10d-9335-4124-896f-fc8a85ebb9f2.jpg,call,ok
data\raw\hagrid\call\12576d8e-c378-4119-bbfc-922e77e704bf.jpg,call,ok
data\raw\hagrid\call\12788c4c-767a-4e22-b0d3-3b9200615406.jpg,call,ok
data\raw\hagrid\call\128dfecc-2a73-4d5f-99d1-c3c347c6eb32.jpg,call,ok
data\raw\hagrid\call\12c5310c-5637-4590-bc55-212de2d7b689.jpg,call,ok
data\raw\hagrid\call\12e672b2-c87d-4996-a3d6-d97e55ba69de.jpg,call,failed_detection
data\raw\hagrid\call\13103c34-100f-45f2-8922-716ec0b82ce1.jpg,call,ok
data\raw\hagrid\call\1336e637-aa52-4d1f-ad8e-b7f61c01010f.jpg,call,ok
data\raw\hagrid\call\134fe0e7-45c9-4185-96e0-4d5853cafbbb.jpg,call,ok
data\raw\hagrid\call\13719edb-e7a2-4d79-9e7f-c300e7a8d6af.jpg,call,ok
data\raw\hagrid\call\139bd2ff-0a01-4542-9b81-8d039288ab72.jpg,call,ok
data\raw\hagrid\call\13c16540-6797-4b0f-9c31-1d1e30a453ae.jpg,call,ok
data\raw\hagrid\call\13e2f778-509b-46cd-a629-b84646e92f4e.jpg,call,ok
data\raw\hagrid\call\1408d5a5-0622-48d4-84e8-38e4c6b9c769.jpg,call,ok
data\raw\hagrid\call\1422708d-f14c-4d62-bcf4-573f1b354427.jpg,call,ok
data\raw\hagrid\call\143f8b21-1dc3-4383-bf36-0a54244dfbc0.jpg,call,failed_detection
data\raw\hagrid\call\14692c33-ec4a-45de-bcec-327cba7d3133.jpg,call,ok
data\raw\hagrid\call\1493f652-d267-400c-bf68-38ff56430f0e.jpg,call,ok
data\raw\hagrid\call\14b1d991-3e20-44b9-800b-31241b72006e.jpg,call,ok
data\raw\hagrid\call\14d59de3-3ad4-4d21-af7c-f78d15b18093.jpg,call,ok
data\raw\hagrid\call\14f8c4ad-7ef8-4121-b008-a062d61232ad.jpg,call,ok
data\raw\hagrid\call\151ec27d-18ef-46cb-becf-6e764834cbec.jpg,call,ok
data\raw\hagrid\call\1538a766-d82c-41c1-a366-456f24a2f050.jpg,call,ok
data\raw\hagrid\call\155a1b2d-f99a-4639-b263-ed99d056b91c.jpg,call,ok
data\raw\hagrid\call\158dc1eb-c670-405e-b2e1-174fd8a15eff.jpg,call,ok
data\raw\hagrid\call\15a09b50-ebb2-4beb-8237-018b73b7364a.jpg,call,ok
data\raw\hagrid\call\15ca8195-3e89-45d2-b60f-5ca0b84827f8.jpg,call,ok
data\raw\hagrid\call\15eeb155-8f28-4e75-b578-bdfeb61b8dbf.jpg,call,ok
